IID	PC1
AEHN_22	-0.9682209909026779
AIZI_1	2.821958117280164
BABK_2	-1.6183192689303862
BEZI_3	2.134148866496618
BIPT_1	-1.1261838520478913
BLIX_1	2.6820420075124174
BOKZ_5	-1.130842845065914
BUBH_1	0.25432984415212495
BULB_1	-0.6187059322011255
CEIK_1	0.6729607713747205
CICB_2	-1.0914432351995498
CIVH_3	-3.3192511132567746
CIWJ_2	0.40652622294515217
CORN_1	0.09595561572146559
COYI_3	-1.6987339511810322
DARD_2	2.4078093028005676
DARW_2	1.526090895683022
DEBK_9	-1.0032509354100212
DEYZ_2	-0.09411014362602219
DONS_1	0.17496676804007705
EIKA_2	1.1663453666020127
EIPL_1	-0.40042653096144076
EIWY_1	0.7872251959340301
EOJR_3	3.522042393954621
EUTS_3	-2.1491391997270624
FAFQ_1	2.9713641498641508
FEBC_1	-1.8106057397071784
FIAJ_3	0.7229492995556064
FIXM_2	1.206696016233136
GESG_2	1.753179427812131
GIFK_1	1.1418406813209756
GIJU_3	0.34371255014753493
GIUF_3	1.9869086852919218
HAYT_1	0.6850790914000582
HEGP_3	1.5495410993749408
HIAF_1	-1.2046709677743366
HIPN_1	-1.1006953931910577
HOIK_1	0.029067390613500364
IICQ_3	-0.16519475095986616
IILL_1	-0.5509305758441314
IISA_1	2.1582055992286437
IISA_3	-2.5071460362777005
IUAD_2	2.5402210002767105
IUDW_4	-0.7684107494774982
JEJF_2	-0.9039704602556242
JILK_3	-1.6627995904780881
JOGF_2	0.873677213082636
JOXM_1	-6.1112745442093495
JUFD_3	2.760327802021378
JUUY_2	-0.35569352635856794
KAJH_2	-0.11814057946358003
KAJH_3	1.7711979442798147
KEGD_2	-2.506929773442977
KEHC_2	1.248345798376157
KOLF_3	0.748930704189618
KUCG_2	1.6020735064875693
KUCO_5	-2.1150832067739445
KUTE_4	0.6681883866002549
KUUL_1	-0.05757893855372404
KUXP_1	-1.767028894816516
LAEY_6	-0.17149483016571834
LAKO_1	2.834828079186151
LEPK_1	0.02640235981562554
LEXY_2	-1.2560050549233843
LIQA_1	-1.6861035482129016
LISE_1	-0.30901031635529735
MELW_1	0.0027995641352797198
MIAJ_6	-0.3301436806095229
MOMT_2	-4.278214068251718
NAJU_1	3.2131854605353
NOCF_2	-1.4085764173863646
NOSN_6	1.4212457554941453
OAQD_2	2.25008642277577
OARZ_22	1.0489846140318788
OIBG_1	2.0666327136481293
OIKD_2	2.1268466847071505
OILG_3	1.6119550817551647
PAAB_4	0.44654523884739433
PAHC_5	0.47956005385266165
PAMV_1	-3.767949711119505
PELM_3	0.3751276490404549
PIPW_4	-0.3369828425538728
POIH_2	0.7342997875402166
PUIE_4	-1.920676638584441
PUSF_3	0.7725887327184112
QANU_1	0.24153040789924968
QAQX_1	-2.752026508525292
QAYJ_3	-2.7395085894074653
QEHQ_3	-1.9855177224606921
QONC_1	0.1041570998763537
QORQ_2	0.1174266239885541
RAYR_1	-0.8452662029821805
ROBP_3	1.6313490865403306
ROMX_1	2.365846191352105
ROZH_4	-0.685351139709142
RUQL_3	-1.1245170064863532
SEBN_4	0.8214438376753103
SEBZ_1	-1.7339036080586367
SEHP_2	-0.18327491742630136
SERU_1	-1.4064787776378842
SITA_1	0.9194255980274951
SOJD_3	-0.10472310150755476
SUCD_3	-3.6454026042659704
SUKZ_1	0.9196099306955409
SUOP_5	3.275685490715377
SUUL_1	-0.6541295315119315
SUZG_3	-1.4693958091842394
TERL_1	-0.4923965122144722
TIMK_4	-0.9457883719711252
TIXI_4	-3.7228489039198234
TOCO_5	0.9287601009349972
TOLG_6	-0.8900239303836517
TOSS_3	0.5154443646510782
TUJU_1	1.9597307309464376
UAQE_1	-1.7634757406649575
UEVQ_6	0.894515323743314
UIMO_1	0.8567435759276316
UOXZ_4	-2.4887720719576873
VABJ_3	-0.30708502388917935
VAKA_5	-0.6898396752686159
VASS_1	-1.0362946652048122
VEQZ_6	1.9606185402242382
VILS_1	-2.2164265397763963
VOCE_2	3.4860881301892026
VUNA_3	-0.9830131270276856
VUUD_2	0.19094198457293715
WIBJ_2	3.5424470767939393
WIGW_2	-0.6574434537940442
WUYE_3	-2.348212841728576
XAVK_3	-3.0173866864620527
XEGX_1	-3.041494193914962
XIBY_4	2.035914365341752
XOJN_4	-1.5539118866632013
XOSG_2	2.244694088917857
XUCM_3	-3.9287124067212553
XUGN_1	-0.6245038653580619
YEMZ_1	1.0240419296382284
YUZE_1	1.0370763414309239
ZAUI_3	2.35290218060956
ZERV_7	1.3163879473069169
ZETT_5	-3.933542704339233
ZEXW_3	0.573418951773504
ZIHE_1	0.4152927700595982
ZUUY_5	0.8648263591799799
